period,load_zone,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,capacity_cost_existing,tCO2_per_mwh,total_costs,costs_per_mwh,var_om_cost_per_mwh,fuel_cost_per_mwh,startup_cost_per_mwh,capacity_cost_per_mwh,tx_capacity_cost_per_mwh,capacity_cost_existing_per_mwh,scs,scs_id
2050,Brazil,4719122611.582651,9071106636.785854,0.0,37886778198.180084,0.0,1464977015.575,93.65509496095748,22036012277.233093,0.0639293954548482,51677007446.54859,35.27496124317383,3.221294642448985,6.19197880945966,0.0,25.861687791265183,0.0,15.04188259812664,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2050,Chile,793162203.0802613,2211994767.1012397,0.0,4524559626.656352,,178055542.975,55.30452166499029,2977171826.910461,0.3106026397209963,7529716596.8378525,42.288582938948814,4.454577430322547,12.423060412176083,0.0,25.410945096450188,,16.720466979949467,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2050,Paraguay,369518130.9737352,236168134.27810282,240637.5,1585216911.0392072,,92727099.15,3.0766540759261445,1263512033.2065654,0.033179664889000725,2191143813.791045,23.63002653891438,3.985006911258856,2.5469160196208165,0.0025951151519442305,17.095508492882765,,13.626135668955254,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2050,Uruguay,35395277.73417639,42398558.48715671,2790294.196501252,1821236399.4621978,,38851223.725,0.05632333025571631,422865598.6532496,0.0014497183062852496,1901820529.880032,48.95136748694605,0.911046663155689,1.0913056120771318,0.07181998220317967,46.87719522951005,,10.884228554714582,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2020,Argentina,949979473.4234716,1356392606.4192739,0.0,718415728.7671232,0.0,136540472.225,32.998281457558505,5290859683.229098,0.2416739954083494,3024787808.6098685,22.153049270442192,6.957493686253227,9.933996743354781,0.0,5.261558840834185,0.0,38.74938761388262,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2020,Brazil,3324865876.200045,6710007935.830003,0.0,2606094344.3630137,0.0,656823855.825,51.604894581043986,23336641594.56261,0.0785673268767407,12640968156.393063,19.245598411640277,5.0620358056634,10.21584078641896,0.0,3.9677218195579136,0.0,35.52952802734418,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2020,Chile,325939104.78579414,944114485.356739,0.0,752655864.8630137,,82922909.175,22.818675539520285,3622406248.3741913,0.2751793897071784,2022709455.005547,24.39264945151446,3.930627953463792,11.38544818011975,0.0,9.076573317930917,,43.68402271957786,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2020,Paraguay,327500129.60999984,0.0,0.0,3046485.205479452,,22203743.3,0.0,1263512033.2065654,0.0,330546614.8154793,14.886976954713724,14.749771026671878,0.0,0.0,0.13720592804184742,,56.9053612327866,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2020,Uruguay,35926529.37623148,46783991.23674463,542335.7073856202,154103578.15068492,,13524698.625,0.08360379962399993,651561439.1714932,0.006181564701889978,237356434.47104663,17.549850170583497,2.6563645055884915,3.4591522172823743,0.04009965193480385,11.394233795777827,,48.17567157963146,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2025,Argentina,1060124334.0371559,1755890186.855741,0.0,906337233.9932209,0.0,161775906.45,43.04335921012043,5270157715.967609,0.2660677980711783,3722351754.8861175,23.009308595879098,6.553042151334247,10.85384236371708,0.0,5.602424080827773,0.0,32.576901169127154,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2025,Brazil,3554050302.4215336,4306199207.222256,0.0,8450424921.327652,0.0,750779774.25,43.63849998737802,23126130036.50757,0.05812423494089355,16310674430.971441,21.724978469572086,4.733811996962615,5.735635608356635,0.0,11.255530864252837,0.0,30.8028143933548,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2025,Chile,344204907.6603254,1004849743.5575768,42870.05961690616,1027226172.5977721,,94186385.825,24.300496635443743,3622406248.3741913,0.25800434343658224,2376323693.875291,25.230012523153217,3.654508076144511,10.66873662001009,0.0004551619561723018,10.90631266504245,,38.45997716808762,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2025,Paraguay,327500129.60999995,0.0,0.0,110678644.76154175,,28176675.1,0.0,1263512033.2065654,0.0,438178774.37154174,15.551117114295069,11.623093514323127,0.0,0.0,3.928023599971941,,44.84248154625474,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2025,Uruguay,40214393.249615885,71360711.38410369,217638.09911764268,154103578.15068492,,16125299.375,0.17638440298799993,651561439.1714932,0.010938364546673723,265896320.88352212,16.489388178166593,2.4938695595297053,4.425388312153658,0.01349668580138486,9.556633620681843,,40.40616077997579,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2030,Argentina,1116532826.660185,2045695358.572842,0.0,1507992929.5769048,0.0,191675397.175,50.714098931134735,5260900830.638304,0.2645832468777027,4670221114.809932,24.365261184491043,5.825123323682425,10.672707028253178,0.0,7.8674308325554385,0.0,27.446928026110157,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2030,Brazil,3581729831.27809,4388789618.23314,0.0,12823092732.618599,0.0,858175727.7,44.62185543719665,23126130036.50757,0.051996175138613925,20793612182.12983,24.230016663205877,4.173655482983069,5.114091993717361,0.0,14.942269186505445,0.0,26.94801226607515,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2030,Chile,402658594.4546044,1190658328.4127655,717277.1714736191,1252845284.1702569,,106979753.05,29.003044982907333,3622406248.3741913,0.27110779522319467,2846879484.2091002,26.611385828106474,3.7638766493170963,11.12975394377923,0.00670479367379339,11.711050441336356,,33.86067124945743,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2030,Paraguay,327500129.6099999,0.0,0.0,110678644.76154175,,35756362.075,0.0,1263512033.2065654,0.0,438178774.3715416,12.254568108815125,9.159212811500758,0.0,0.0,3.095355297314366,,35.33670541081087,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2030,Uruguay,40826588.72786773,79065077.9775258,0.0,205631106.39494437,,19225896.9,0.23903667270947868,651561439.1714932,0.012433057035142985,325522773.10033786,16.931473979782858,2.123520631584565,4.112425984013563,0.0,10.69552736418473,,33.88978119254833,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2035,Argentina,1303578830.9313755,2488000930.6460514,0.0,2388151628.723761,0.0,227100883.425,60.99720793798047,5008257183.020065,0.26859079990380036,6179731390.3011875,27.21139300341842,5.740087010105718,10.955487680732483,0.0,10.51581831258022,0.0,22.05300616839758,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2035,Brazil,4132054679.3597407,7064868463.534992,0.0,16141096787.501003,0.0,980934147.575,73.1196385526404,22903000262.091183,0.07454082288133397,27338019930.395737,27.869373288695236,4.212367047854059,7.202184245497303,0.0,16.454821995343874,0.0,23.34815269578539,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2035,Chile,472664570.7777627,1226209043.8149753,207658.80626621604,1801523734.1169446,,121510838.55,29.9966756131835,3622406248.3741913,0.2468641972283015,3500605007.515949,28.80899390777802,3.889896378118302,10.091355293465508,0.0017089735265119364,14.8260332626677,,29.81138383703625,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2035,Paraguay,327500129.60999995,0.0,0.0,110678644.76154175,,45374992.75,0.0,1263512033.2065654,0.0,438178774.37154174,9.65683403600195,7.217634863644137,0.0,0.0,2.439199172357813,,27.845999671406346,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2035,Uruguay,40708882.62892913,82856237.35328597,1190111.1447456456,360056677.82787454,,22922726.725,0.28907917934881233,651561439.1714932,0.0126110293429244,484811908.9548353,21.149835914856034,1.7759179838117243,3.6145890646997607,0.05191839343648789,15.707410472908062,,28.424255412026824,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2040,Argentina,1522877430.7812645,3182409045.701773,0.0,3232047683.081637,0.0,269073705.875,77.97561255912264,4951447868.127769,0.2897927625650153,7937334159.564674,29.498735797142572,5.659703633355864,11.827276230328438,0.0,12.011755933458272,0.0,18.401827306113656,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2040,Brazil,4748616253.777999,9857535521.214241,0.0,20949545764.535744,0.0,1121252719.125,105.46250207889955,22903000262.091183,0.09405774477068833,35555697539.527985,31.71069013529335,4.235098985966081,8.791537673065209,0.0,18.68405347626206,0.0,20.426260620321315,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2040,Chile,558667937.127233,1487272396.2595854,0.0,2095337566.0272963,,138015707.75,36.689674642912635,3622406248.3741913,0.2658369488592695,4141277899.414115,30.005844747147012,4.047857640517248,10.776109621910665,0.0,15.181877484719099,,26.246333170538637,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2040,Paraguay,327500129.60999995,0.0,0.0,3046485.205479452,,57581093.275,0.0,1263512033.2065654,0.0,330546614.8154794,5.740540792388757,5.687633057710469,0.0,0.0,0.05290773467828797,,21.94317546511651,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2040,Uruguay,40723749.970153004,84721990.91010277,2827747.3519186545,557961783.073068,,27330430.575,0.31036849695354307,651561439.1714932,0.011356151016422216,686235271.3052424,25.108834982386384,1.490051532792326,3.0999142394631947,0.10346515925384958,20.415404050877015,,23.840145415326784,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2045,Argentina,1776316859.8572123,3961912417.9418097,0.0,4792955630.89193,0.0,318804005.775,96.59626274522707,4808473616.102117,0.3029957622722003,10531184908.690952,33.03341463069153,5.571814744106041,12.427423577412576,0.0,15.034176309172915,0.0,15.082851937236192,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2045,Brazil,5084909804.995232,11432008477.57601,0.0,27632974220.327446,0.0,1281643269.475,124.27440171344962,22432038883.763187,0.09696489239502361,44149892502.89869,34.44787918324873,3.967492301565447,8.919805338859158,0.0,21.56058154282412,0.0,17.50256051588523,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2045,Chile,657715244.9981891,1757943589.8787196,0.0,2580240136.339119,,156762419.25,44.14339083237265,3622406248.3741913,0.28159421782062505,4995898971.216028,31.869238782598263,4.1956181088867,11.214062645175206,0.0,16.45955802853635,,23.107618941484226,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2045,Paraguay,346147927.42980826,104973799.35321331,7337466.5124752745,494451053.00704247,,73070680.0,1.3551537290618356,1263512033.2065654,0.01854579332041026,952910246.3025393,13.040938531057044,4.737165815752752,1.4366063016412782,0.10041601518523263,6.7667503984777815,,17.291641917203528,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2045,Uruguay,39069123.15461366,70800240.7305166,5248884.18553978,1350024237.9979181,,32585578.3,0.2223046189520923,651561439.1714932,0.00682217810914506,1465142486.0685883,44.96291189248552,1.1989697649347428,2.1727477130739334,0.16107997646123653,41.43011443801561,,19.99539284443183,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2050,Argentina,2119913712.9138584,5125520737.225537,0.0,7479929313.478061,0.0,377725433.6,124.97805251586675,4017854941.1810117,0.33087010139808265,14725363763.617456,38.984305672175566,5.612313930543485,13.569435048033622,0.0,19.802556693598458,0.0,10.636972212561679,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2050,Brazil,5272596427.617131,12744495409.73837,0.0,33910249297.948635,0.0,1464977015.575,138.97938819770843,22036012277.233093,0.0948679649715592,51927341135.30414,35.44584016215625,3.5990983964670935,8.699450758779438,0.0,23.147291006909718,0.0,15.04188259812664,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2050,Chile,793162203.0802613,2211994767.1012397,0.0,4530454544.260311,,178055542.975,55.30452166499028,2977171826.910461,0.3106026397209962,7535611514.4418125,42.321690122839115,4.454577430322547,12.423060412176083,0.0,25.444052280340482,,16.720466979949467,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2050,Paraguay,380278540.34361315,295888972.07305866,240637.5,1574111497.624407,,92727099.15,3.8630217457706917,1263512033.2065654,0.04166011641884401,2250519647.5410786,24.270355356426336,4.101050758942168,3.1909654759544868,0.0025951151519442305,16.97574400637774,,13.626135668955254,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2050,Uruguay,38814110.836190075,76198157.98202315,5875016.453421301,1887225128.8997688,,38851223.725,0.29756495490450546,422865598.6532496,0.00765908834714589,2008112414.1714034,51.68723714818852,0.9990447433761,1.96128076997974,0.1512183115519433,48.57569332328074,,10.884228554714582,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1
2020,Argentina,949979473.4234716,1356392606.4192739,0.0,718415728.7671232,0.0,136540472.225,32.998281457558505,5290859683.229098,0.2416739954083494,3024787808.6098685,22.153049270442192,6.957493686253227,9.933996743354781,0.0,5.261558840834185,0.0,38.74938761388262,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2020,Brazil,3324865876.200045,6710007935.830003,0.0,2606094344.3630137,0.0,656823855.825,51.604894581043986,23336641594.56261,0.0785673268767407,12640968156.393063,19.245598411640277,5.0620358056634,10.21584078641896,0.0,3.9677218195579136,0.0,35.52952802734418,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2020,Chile,325939104.78579414,944114485.356739,0.0,752655864.8630137,,82922909.175,22.818675539520285,3622406248.3741913,0.2751793897071784,2022709455.005547,24.39264945151446,3.930627953463792,11.38544818011975,0.0,9.076573317930917,,43.68402271957786,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2020,Paraguay,327500129.60999984,0.0,0.0,3046485.205479452,,22203743.3,0.0,1263512033.2065654,0.0,330546614.8154793,14.886976954713724,14.749771026671878,0.0,0.0,0.13720592804184742,,56.9053612327866,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2020,Uruguay,35926529.37623148,46783991.23674463,542335.7073856202,154103578.15068492,,13524698.625,0.08360379962399993,651561439.1714932,0.006181564701889978,237356434.47104663,17.549850170583497,2.6563645055884915,3.4591522172823743,0.04009965193480385,11.394233795777827,,48.17567157963146,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2025,Argentina,1061685762.4576972,1763619494.7087307,0.0,894606562.0188904,0.0,161775906.45,43.24731056100389,5270157715.967609,0.2673285009493693,3719911819.185318,22.99422640129066,6.562693949644671,10.901620231402084,0.0,5.529912220243909,0.0,32.576901169127154,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2025,Brazil,3565335774.9584036,4393562596.043416,0.0,8379767926.157089,0.0,750779774.25,44.81785071613754,23126130036.50757,0.059695069384239664,16338666297.158909,21.76226219397107,4.748843665267936,5.85199914373348,0.0,11.161419384969651,0.0,30.8028143933548,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2025,Chile,344208592.30172545,1004869707.9058928,42870.05961690726,1027226172.5977721,,94186385.825,24.301042923581743,3622406248.3741913,0.258010143511967,2376347342.8650074,25.230263610287622,3.6545471968875756,10.668948586401424,0.00045516195617231346,10.90631266504245,,38.45997716808762,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2025,Paraguay,327500129.60999995,0.0,0.0,110678644.76154175,,28176675.1,0.0,1263512033.2065654,0.0,438178774.37154174,15.551117114295069,11.623093514323127,0.0,0.0,3.928023599971941,,44.84248154625474,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2025,Uruguay,40242262.6815454,71688553.11560643,217638.09911764268,154103578.15068492,,16125299.375,0.17896701759599992,651561439.1714932,0.01109852371940846,266252032.0469544,16.511447375652484,2.4955978643060326,4.445719204863223,0.01349668580138486,9.556633620681843,,40.40616077997579,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2030,Argentina,1113334093.1501594,2033306462.519706,0.0,1509930482.5905802,0.0,191675397.175,50.4115977198263,5260900830.638304,0.2630050515758181,4656571038.260446,24.294046637654738,5.80843503944162,10.608072253859964,0.0,7.877539344353155,0.0,27.446928026110157,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2030,Brazil,3592711963.993896,4474305901.400785,0.0,12774172857.179747,0.0,858175727.7,45.877749781378675,23126130036.50757,0.05345962173077978,20841190722.57443,24.285458152528946,4.186452550484895,5.213740912239955,0.0,14.885264689804098,0.0,26.94801226607515,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2030,Chile,402936107.3190633,1204496160.9980485,610021.1255370429,1236324082.1830318,,106979753.05,29.39190974308935,3622406248.3741913,0.2747427331352337,2844366371.625681,26.58789434946897,3.7664707183492916,11.259103958064788,0.005702211008581524,11.556617462046308,,33.86067124945743,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2030,Paraguay,327500129.6099999,0.0,0.0,110678644.76154175,,35756362.075,0.0,1263512033.2065654,0.0,438178774.3715416,12.254568108815125,9.159212811500758,0.0,0.0,3.095355297314366,,35.33670541081087,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2030,Uruguay,40614543.47227868,75785930.62812582,0.0,222491837.97955287,,19225896.9,0.21014550663547002,651561439.1714932,0.01093033566800569,338892312.07995737,17.62686619212846,2.1124914839358513,3.94186710884348,0.0,11.57250759934913,,33.88978119254833,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2035,Argentina,1301114766.1952112,2488706848.2408185,0.0,2365153555.423048,0.0,227100883.425,61.05573399110657,5008257183.020065,0.2688485093950337,6154975169.859077,27.102383209758653,5.729236921374214,10.958596068441597,0.0,10.414550219942845,0.0,22.05300616839758,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2035,Brazil,4154186696.0522814,7231307865.409194,0.0,16019113999.585808,0.0,980934147.575,75.25967210910575,22903000262.091183,0.076722451038286,27404608561.047283,27.93725616423399,4.234929231816412,7.371858634227334,0.0,16.330468298190244,0.0,23.34815269578539,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2035,Chile,472287546.47243357,1228052798.4570286,373306.80162628705,1796009748.1155791,,121510838.55,30.030310490698692,3622406248.3741913,0.2471410028031503,3496723399.8466673,28.777049369203514,3.8867935742052664,10.106528875213895,0.0030722099039146747,14.780654709880439,,29.81138383703625,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2035,Paraguay,327500129.60999995,0.0,0.0,110678644.76154175,,45374992.75,0.0,1263512033.2065654,0.0,438178774.37154174,9.65683403600195,7.217634863644137,0.0,0.0,2.439199172357813,,27.845999671406346,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2035,Uruguay,40935484.698865674,86084803.05144985,1207883.4943427874,356489768.2239568,,22922726.725,0.31670714295814884,651561439.1714932,0.013816294490512835,484717939.4686151,21.14573651222617,1.7858034600316806,3.75543468646616,0.05269370912254713,15.551804656605782,,28.424255412026824,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2040,Argentina,1520799708.890457,3177116821.201975,0.0,3229290669.681912,0.0,269073705.875,77.8438992943453,4951447868.127769,0.28930325629999765,7927207199.7743435,29.461099418822368,5.651981875913786,11.807607922410396,0.0,12.001509620498187,0.0,18.401827306113656,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2040,Brazil,4767899754.526407,10004468468.600998,0.0,20871473720.06093,0.0,1121252719.125,107.37060398090507,22903000262.091183,0.0957595037670853,35643841943.18833,31.78930256776008,4.252297161203022,8.922581232541631,0.0,18.614424174015426,0.0,20.426260620321315,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2040,Chile,558268899.7633109,1489249238.7856276,0.0,2087502596.4286962,,138015707.75,36.69435701491898,3622406248.3741913,0.265870875229555,4135020734.9776344,29.96050813627505,4.044966394510345,10.790432937410543,0.0,15.125108804354163,,26.246333170538637,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2040,Paraguay,327500129.60999995,0.0,0.0,3046485.205479452,,57581093.275,0.0,1263512033.2065654,0.0,330546614.8154794,5.740540792388757,5.687633057710469,0.0,0.0,0.05290773467828797,,21.94317546511651,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2040,Uruguay,44252839.054949254,136898962.73509184,4877237.534223417,486854938.38782257,,27330430.575,0.7629658597778562,651561439.1714932,0.027916349787616042,672883977.712087,24.62032114223605,1.619178261151462,5.009030588062436,0.17845447113755972,17.813657821884593,,23.840145415326784,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2045,Argentina,1774645340.3013964,3956318749.2575297,0.0,4794176540.169975,0.0,318804005.775,96.45983180170805,4808473616.102117,0.30256781613273015,10525140629.7289,33.01445539914939,5.566571649522732,12.4098777856943,0.0,15.038005963932358,0.0,15.082851937236192,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2045,Brazil,5232831010.705643,12567721777.710493,3.5637640394270413e-08,27163478955.34752,0.0,1281643269.475,139.15224836307397,22432038883.763187,0.10857330715751737,44964031743.76366,35.08310995319493,4.082907572907685,9.805943726337059,2.7806208828193416e-17,21.19425865395018,0.0,17.50256051588523,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2045,Chile,657331497.5924175,1756807175.2583275,0.0,2581039573.488487,,156762419.25,44.11462084198297,3622406248.3741913,0.2814106917527873,4995178246.3392315,31.864641221012743,4.193170153518268,11.206813365495618,0.0,16.46465770199886,,23.107618941484226,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2045,Paraguay,346147927.42980826,104973799.35321325,7337466.512475256,494451053.0070425,,73070680.0,1.3551537290618354,1263512033.2065654,0.018545793320410255,952910246.3025393,13.040938531057044,4.737165815752752,1.4366063016412773,0.10041601518523238,6.766750398477782,,17.291641917203528,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2045,Uruguay,43743207.86646847,129296932.00629714,5072690.904196578,798946816.8829291,,32585578.3,0.69681525713456,651561439.1714932,0.021384161137768115,977059647.6598912,29.984419446681763,1.3424100521938094,3.9679189000704995,0.15567288257077144,24.518417611846683,,19.99539284443183,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2050,Argentina,2118289205.0625691,5120073373.128686,0.0,7975200480.588147,0.0,377725433.6,124.84518997691917,4017854941.1810117,0.33051835770510096,15213563058.779404,40.276777006470034,5.608013166796108,13.555013556621372,0.0,21.11375028305255,0.0,10.636972212561679,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2050,Brazil,5674705998.9763155,15875021150.6331,0.0,32897971885.188904,0.0,1464977015.575,178.78598639657991,22036012277.233093,0.12204013066130381,54447699034.798325,37.16624797244872,3.8735802259320815,10.836361923673042,0.0,22.456305822843593,0.0,15.04188259812664,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2050,Chile,793162203.0802613,2211994767.1012397,0.0,2945326284.9527373,,178055542.975,55.30452166499028,2977171826.910461,0.3106026397209962,5950483255.134238,33.41925309210801,4.454577430322547,12.423060412176083,0.0,16.541615249609375,,16.720466979949467,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2050,Paraguay,380278540.34361315,295888972.07305866,240637.5,1574111497.624407,,92727099.15,3.8630217457706917,1263512033.2065654,0.04166011641884401,2250519647.5410786,24.270355356426336,4.101050758942168,3.1909654759544868,0.0025951151519442305,16.97574400637774,,13.626135668955254,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2050,Uruguay,44647638.38561641,144805145.9383082,3341324.073238124,1421573882.665236,,38851223.725,0.837964173096036,422865598.6532496,0.02156854000345998,1614367991.0623987,41.55256479150706,1.1491951631085053,3.7271707826574567,0.08600305866525505,36.59019578707584,,10.884228554714582,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1
2020,Argentina,949979473.4234716,1356392606.4192739,0.0,718415728.7671232,0.0,136540472.225,32.998281457558505,5290859683.229098,0.2416739954083494,3024787808.6098685,22.153049270442192,6.957493686253227,9.933996743354781,0.0,5.261558840834185,0.0,38.74938761388262,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2020,Brazil,3324865876.200045,6710007935.830003,0.0,2606094344.3630137,0.0,656823855.825,51.604894581043986,23336641594.56261,0.0785673268767407,12640968156.393063,19.245598411640277,5.0620358056634,10.21584078641896,0.0,3.9677218195579136,0.0,35.52952802734418,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2020,Chile,325939104.78579414,944114485.356739,0.0,752655864.8630137,,82922909.175,22.818675539520285,3622406248.3741913,0.2751793897071784,2022709455.005547,24.39264945151446,3.930627953463792,11.38544818011975,0.0,9.076573317930917,,43.68402271957786,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2020,Paraguay,327500129.60999984,0.0,0.0,3046485.205479452,,22203743.3,0.0,1263512033.2065654,0.0,330546614.8154793,14.886976954713724,14.749771026671878,0.0,0.0,0.13720592804184742,,56.9053612327866,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2020,Uruguay,35926529.37623148,46783991.23674463,542335.7073856202,154103578.15068492,,13524698.625,0.08360379962399993,651561439.1714932,0.006181564701889978,237356434.47104663,17.549850170583497,2.6563645055884915,3.4591522172823743,0.04009965193480385,11.394233795777827,,48.17567157963146,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2025,Argentina,1060083574.1211274,1755662491.774827,0.0,906337233.9932209,0.0,161775906.45,43.03780567156154,5270157715.967609,0.26603346948244866,3722083299.889175,23.00764917079638,6.5527901983894425,10.852434891579167,0.0,5.602424080827773,0.0,32.576901169127154,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2025,Brazil,3561243534.6504083,4355296578.922924,0.0,8414057879.5313015,0.0,750779774.25,44.23040279867352,23126130036.50757,0.05891261900716224,16330597993.104633,21.751515628425487,4.743393011896136,5.801030779330326,0.0,11.207091837199025,0.0,30.8028143933548,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2025,Chile,344204907.66032547,1004849743.5575769,42870.05961690667,1027226172.5977721,,94186385.825,24.300496635443743,3622406248.3741913,0.25800434343658224,2376323693.8752913,25.230012523153224,3.654508076144512,10.66873662001009,0.0004551619561723072,10.90631266504245,,38.45997716808762,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
2025,Paraguay,327500129.60999995,0.0,0.0,110678644.76154175,,28176675.1,0.0,1263512033.2065654,0.0,438178774.37154174,15.551117114295069,11.623093514323127,0.0,0.0,3.928023599971941,,44.84248154625474,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1
